3.127082165,2.577266978,1
1.937878067,2.097272525,1
0.411952456,3.03159183,1
0.238017155,3.454338281,1
2.435319547,1.425587969,1
3.883494538,2.094913719,1
4.935885947,1.423530994,1
0.033148064,4.951078117,1
2.961923321,0.082563977,1
2.496362188,0.901411579,1
4.087007055,0.282660539,1
4.354480936,2.857104135,1
0.761515034,0.896207136,1
4.173347916,0.526015772,1
4.702183407,1.63388055,1
3.923197046,1.465938014,1
2.592507297,1.373624971,1
1.026995449,1.72959399,1
2.835942152,1.832683061,1
3.747679772,4.787880394,1
2.803137937,0.335768888,1
1.973419034,2.035441027,1
1.484725348,2.629675657,1
4.200546847,1.087986463,1
2.358746672,1.69393122,1
1.610275894,1.955490024,1
2.435691532,2.349064459,1
4.331611586,4.221283454,1
0.103301791,1.481972013,1
0.167761922,1.877918652,1
2.696177687,2.196563585,1
4.275511865,4.461438008,1
2.042698518,4.541724593,1
2.6504891,2.347131654,1
0.892015281,0.996669733,1
4.667442599,4.742176179,1
1.84750259,3.205202074,1
4.573147859,1.16136697,1
0.679488639,1.291675466,1
4.160050554,4.895838499,1
2.832958404,4.019073378,1
2.248131348,3.580728479,1
1.10672525,4.547461827,1
1.269112224,0.320704576,1
2.435503955,4.880317947,1
3.938432696,4.817043594,1
4.63519615,4.363257279,1
4.576246928,2.212270502,1
4.128515026,0.691185968,1
0.977679557,0.006875414,1
-3.020333021,-2.560329116,-1
-3.962868798,-4.939925079,-1
-1.002174743,-0.925501571,-1
-1.512199832,-0.118434596,-1
-3.987932879,-1.044787758,-1
-2.633402204,-2.480784217,-1
-1.54976086,-1.485987102,-1
-3.997766035,-2.219365253,-1
-2.375622965,-2.222842648,-1
-0.990448409,-4.604265099,-1
-3.71034112,-3.818352697,-1
-0.752017628,-2.085419518,-1
-4.41599485,-4.166518917,-1
-3.987697888,-1.647416075,-1
-3.978311492,-3.572504862,-1
-1.507404921,-3.245313522,-1
-3.273547907,-1.041593799,-1
-2.462499019,-3.546162957,-1
-2.198345138,-4.089856658,-1
-0.86574918,-2.662309323,-1
-3.792825358,-3.773308706,-1
-0.679109624,-3.656065824,-1
-2.242348619,-4.544328771,-1
-0.978848178,-3.774564815,-1
-0.577254437,-0.649335206,-1
-2.922816889,-0.986604043,-1
-0.591051123,-3.865709126,-1
-1.505512781,-1.612697603,-1
-2.574669812,-1.533726663,-1
-4.786843147,-1.627254873,-1
-1.958208748,-4.060578348,-1
-3.625235571,-3.248586103,-1
-0.07122309,-2.982823211,-1
-2.377750748,-2.865585695,-1
-1.848152841,-3.583028973,-1
-3.659312158,-3.436580549,-1
-4.673422152,-4.299960249,-1
-1.55728442,-0.798669991,-1
-3.432983759,-1.223187369,-1
-4.432026327,-3.430227493,-1
-0.334159198,-1.916436202,-1
-0.233356631,-4.552480785,-1
-0.537360252,-4.861660419,-1
-4.533950865,-4.802739865,-1
-3.395806759,-0.917650951,-1
-0.365844788,-1.559523595,-1
-3.92798097,-1.766410498,-1
-2.707685196,-2.495213053,-1
-3.78986813,-4.949996774,-1
-2.697813152,-4.297233541,-1
